x,y
-0.001000,292.856844
0.001000,292.856844
8640.001000,322.271736
17279.999456,322.465816
25919.999000,321.808698
34559.999000,321.437335
34560.001000,321.437335
43199.999671,323.002845
51839.999000,319.905147
60479.999000,319.155958
60480.001000,319.155958
69120.001000,319.806155
77760.000812,320.441963
86399.999000,320.375867
86400.001000,320.375867
95040.001000,320.785766
103680.000643,321.562759
112319.999000,321.393678
120959.999000,321.152830
129599.999000,306.764767
138239.999000,292.867210
138240.001000,292.867210
146880.001000,321.447335
155520.001000,323.793040
164160.000299,325.062003
172799.999000,324.377263
172800.001000,324.377263
181440.001000,325.290808
190079.999238,327.224114
198719.999000,312.900592
198720.001000,312.900592
207360.000663,324.939444
215999.999000,322.498132
224639.999000,294.491530
224640.001000,294.491530
233280.001000,321.353984
241919.999210,323.892641
250559.999000,302.284083
250560.001000,302.284083
259200.000952,324.284766
267839.999000,323.738498
276479.999000,323.069978
285119.999000,313.074856
285120.001000,313.074856
293760.000696,322.042564
302399.999000,320.434372
311039.999000,319.360191
319679.999000,318.502590
328319.999000,317.913580
336959.999000,303.295644
336960.001000,303.295644
345600.000985,317.188232
354239.999000,317.082777
362879.999000,316.832143
371519.999000,313.738133
371520.001000,313.738133
380160.000762,316.985401
388799.999000,316.547516
397439.999000,316.028107
406079.999000,315.811009
406080.001000,315.811009
414719.999010,315.870825
423359.999000,303.374544
423360.001000,303.374544
432000.000926,315.833356
440639.999000,315.354252
449279.999000,314.858349
457919.999000,313.756547
466559.999000,313.653257
475199.999000,313.044125
475200.001000,313.044125
483840.000005,313.050589
492479.999000,313.044186
501119.999000,312.998944
509759.999000,303.853618
509760.001000,303.853618
518400.000908,312.481974
527039.999000,312.065796
527040.001000,312.065796
535680.001000,312.348197
544320.000525,313.381282
552959.999000,313.059430
552960.001000,313.059430
561599.999538,314.982645
570239.999000,309.755334
570240.001000,309.755334
578880.000900,314.214554
587519.999000,313.979194
596159.999000,303.484877
596160.001000,303.484877
604800.000946,316.048625
613439.999000,315.700341
613440.001000,315.700341
622079.999227,316.005760
630719.999000,313.623562
630720.001000,313.623562
639359.999184,315.806314
647999.999000,294.278151
656639.999000,292.857911
656640.001000,292.857911
665280.001000,313.678775
673919.999068,314.046357
682559.999000,303.624508
682560.001000,303.624508
691200.000902,313.837399
699839.999000,313.310826
708479.999000,313.151745
708480.001000,313.151745
717120.000008,313.200189
725759.999000,313.152507
734399.999000,312.414903
734400.001000,312.414903
743040.000614,313.660299
751679.999000,313.362349
751680.001000,313.362349
760319.999197,314.578508
768959.999000,303.455335
768960.001000,303.455335
777600.000914,315.507724
786239.999000,314.967036
786240.001000,314.967036
794879.999328,315.292942
803519.999000,313.629447
803520.001000,313.629447
812159.999214,316.241090
820799.999000,294.392599
829439.999000,292.858002
838079.999000,292.856844
838080.001000,292.856844
846720.000370,313.313203
855359.999000,303.912885
855360.001000,303.912885
864000.001000,311.442152
